Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"7 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"May 9, 2022","Jun 7, 2022",26in oak floating shelves,1,100.00%,oak floating shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",2ft floating shelves,11,0.11%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",2ft rustic bench wood,1,100.00%,rustic wood,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",2ft shelves for wall,2,11.11%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",2’ floating shelves,1,50.00%,2 floating shelf,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.72,$1.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 floating shelves bathroom,5,3.85%,floating shelves for bathroom,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 foot shelf for wall,7,1.28%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.94,$0.94,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 foot wall shelf,9,0.06%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 in round cake pan,2,20.00%,3 round cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 7 9 - SP - KW - Main,Cakeware Pans 4 7 9 - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.18,$1.18,1,$20.95,5.6300%,17.75,100.0000%
"May 9, 2022","Jun 7, 2022",3 qt instant pot lid,2,25.00%,lid for instant pot,BROAD,IP Lid,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.1,$1.1,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 qt sealing ring instant pot,2,33.33%,instant pot 3 qt sealing ring,BROAD,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.4,$1.4,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3 quart instant pot gasket,1,100.00%,3 quart instant pot gasket,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.78,$0.78,1,$14.99,5.2000%,19.22,100.0000%
"May 9, 2022","Jun 7, 2022",3 their cake pans,1,100.00%,3 cake pans,EXACT,Cakeware Pans,Cakeware Pans 4 7 9 - SP - KW - Main,Cakeware Pans 4 7 9 - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.9,$0.9,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3.5 in mini springform cheesecake pan,1,100.00%,3.5 mini springform cheesecake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.91,$0.91,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3.5 inch cake mold,1,50.00%,cake mold,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans General - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",30 in shelf for wall,8,1.08%,wall shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",304 stainless steel steamer,4,2.33%,steamer stainless steel,BROAD,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.89,$0.89,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",32 inch floating shelves,18,0.32%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",32x16 decorative wall shelving,1,100.00%,wall shelving,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.8,$0.8,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",35 floating shelves,2,10.00%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",35 inch floating shelves,3,12.50%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",36 inch wall shelf wood,4,11.11%,wood shelf for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",36in floating shelves,7,0.61%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.91,$0.91,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",36x10 acacia wood shelf,1,100.00%,shelf wood,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",36x10 floating shelf,6,3.85%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",36x10 floating thick shelves,1,100.00%,floating shelf thick,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.91,$0.91,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",38 inch floating shelf,9,0.63%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3d shelves for wall,2,20.00%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3ft float wood shelves,1,100.00%,shelf wood,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3ft floating shelves for wall,20,0.46%,floating wall shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3ft shelf for wall,8,1.20%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3qt instant pot steam diverter harry potter,1,100.00%,steam diverter instant pot,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.23,$1.23,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",3qt mini instant pot accessories,23,0.04%,instant pot accessories 3qt,BROAD,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 baking pan,8,0.15%,4 baking pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.6,$0.6,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 cake rounds,3,16.67%,4 cake round,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.38,$1.38,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 i. springform,1,100.00%,springform 4,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,1,$16.1,5.0900%,19.63,100.0000%
"May 9, 2022","Jun 7, 2022",4 in cake mold,4,7.14%,4 cake mold,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 4 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.68,$0.68,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 in cheesecake pan,3,0.08%,4 cheesecake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 in mini cake pans,1,100.00%,4 mini cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.11,$1.11,1,$18.95,5.8600%,17.07,100.0000%
"May 9, 2022","Jun 7, 2022",4 inch baking kit,1,100.00%,baking 4 inch,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch cake molds for baking,1,100.00%,4 inch cake mold,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 4 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch cake pan height,1,50.00%,4 inch cake pan,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch cake pan sets,1,50.00%,4 inch cake pan set,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch height cake pans,1,100.00%,4 inch cake pan,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch round cake,3,0.14%,round cake 4 inch,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,1,$16.1,5.0900%,19.63,100.0000%
"May 9, 2022","Jun 7, 2022",4 inch round cake pans,5,7.69%,4 inch round cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.75,$0.75,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch springform cake,1,100.00%,4 inch springform cake,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.4,$1.4,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inch springform tin,1,100.00%,4-inch springform,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.23,$1.23,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 inches cake pan,10,0.26%,4 inch cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.27,$0.27,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 ounce round baking pan,1,100.00%,4 round baking pans,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.69,$0.69,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 quart pressure cooker quick vent,1,100.00%,pressure cooker vent,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.38,$0.38,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 quarter pan,1,100.00%,4 pans,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4 round cake pans,1,100.00%,4 round cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.12,$1.12,1,$16.1,6.9600%,14.38,100.0000%
"May 9, 2022","Jun 7, 2022",4-inch shallow cake pans round,1,100.00%,4-inch round cake pan,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.2,$1.2,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",42 inch floating shelves for wall,1,50.00%,shelf floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",45 inch floating shelf,4,5.26%,shelf floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",48 floating shelf wood,5,5.26%,floating shelf wood,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.15,$1.15,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022","4\"" round cooking cake pans",1,100.00%,4 cake pan round,BROAD,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022","4\"" springform",2,25.00%,4 springform,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.38,$1.38,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",4” round pans,1,100.00%,4 round pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$0.59,$0.59,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 feet floating shelf,2,25.00%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 feet wall shelves,1,100.00%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 ft floating shelves for wall,4,11.11%,floating wall shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 ft shelf floating,2,20.00%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 ft shelves for wall,6,3.13%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 inch wall shelves floating,1,100.00%,floating wall shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5 qt trivet instant pot egg,1,100.00%,egg instant pot,BROAD,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.08,$1.08,2,$39.67,2.7200%,36.73,200.0000%
"May 9, 2022","Jun 7, 2022",5 tier cake pans,3,0.11%,tier cake pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 4 7 9 - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,1,$20.95,3.5300%,28.31,100.0000%
"May 9, 2022","Jun 7, 2022",50 in floating shelf oak,3,11.11%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",50 in floating shelves above bed,1,100.00%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",58 inch floating shelves,1,100.00%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.86,$0.86,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",5ft long floating shelf,1,100.00%,long floating shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.78,$0.78,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6  springform pans,2,0.56%,6 springform pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.16,$0.16,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 deep wall shelf,4,4.55%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 foot floating shelf,15,0.36%,shelf floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 in cake pan round nonstick,1,100.00%,6 cake pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,1,$10.95,6.7600%,14.80,100.0000%
"May 9, 2022","Jun 7, 2022",6 in deep floating shelves,3,6.25%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 inch cake pans springform,6,3.33%,6 inch cake pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 inch deep wall shelf,2,12.50%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 inch spring pan,2,33.33%,6 inch spring pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.27,$0.27,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 qt pressure cooker rack,2,25.00%,6 qt pressure cooker rack,EXACT,Silicone Roasting Rack,Silicone Roasting Rack - SP - KW - Main,Silicone Roasting Rack - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.22,$1.22,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6 quart instant pot cover,6,0.40%,cover for 6 quart instant pot,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.48,$1.48,1,$13.99,10.5800%,9.45,100.0000%
"May 9, 2022","Jun 7, 2022",6 spring forms for baking,1,100.00%,6 spring form,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.43,$0.43,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",60in x 12in wall shelf,1,100.00%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022","6\"" deep wall shelves",1,100.00%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022","6\"" steam rack",2,25.00%,steam rack 6,BROAD,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.06,$1.06,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6ft floating shelves for wall,9,2.22%,wall floating shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6ft wood shelf,4,3.33%,shelf wood,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6ft wooden deep shelves,1,100.00%,wooden shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.86,$0.86,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",6qt instant pot cover,6,0.07%,instant pot covers 6qt,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.08,$1.08,1,$13.99,7.7200%,12.95,100.0000%
"May 9, 2022","Jun 7, 2022",6qt instapot lid,1,100.00%,instapot 6qt lid,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.07,$1.07,1,$13.99,7.6500%,13.07,100.0000%
"May 9, 2022","Jun 7, 2022",7 fat daddio pan,1,100.00%,7 fat daddio pan,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Comp,Cakeware Pans 7 Inch - SP - KW - Comp - KW Exact,USD,1,1,100.0000%,$0.88,$0.88,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",7 ft floating shelves cool color,1,100.00%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",7 in round springform pan,1,100.00%,7 round springform pan,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,1,1,100.0000%,$1.47,$1.47,1,$10.95,13.4200%,7.45,100.0000%
